100
100
T [fm^-1]		muB [fm^-1]		betapi_dfce [fm^-4]
0.613939		2.280404		0.081975
0.616364		2.280404		0.084308
0.618788		2.280404		0.086701
0.621212		2.280404		0.089156
0.623636		2.280404		0.091672
0.626061		2.280404		0.094253
0.628485		2.280404		0.096899
0.630909		2.280404		0.099612
0.633333		2.280404		0.102393
0.635758		2.280404		0.105244
0.638182		2.280404		0.108167
0.640606		2.280404		0.111162
0.643030		2.280404		0.114232
0.645455		2.280404		0.117377
0.647879		2.280404		0.120601
0.650303		2.280404		0.123903
0.652727		2.280404		0.127287
0.655152		2.280404		0.130753
0.657576		2.280404		0.134304
0.660000		2.280404		0.137941
0.662424		2.280404		0.141666
0.664848		2.280404		0.145482
0.667273		2.280404		0.149388
0.669697		2.280404		0.153389
0.672121		2.280404		0.157485
0.674545		2.280404		0.161678
0.676970		2.280404		0.165971
0.679394		2.280404		0.170366
0.681818		2.280404		0.174864
0.684242		2.280404		0.179468
0.686667		2.280404		0.184180
0.689091		2.280404		0.189002
0.691515		2.280404		0.193936
0.693939		2.280404		0.198984
0.696364		2.280404		0.204149
0.698788		2.280404		0.209433
0.701212		2.280404		0.214839
0.703636		2.280404		0.220368
0.706061		2.280404		0.226023
0.708485		2.280404		0.231806
0.710909		2.280404		0.237721
0.713333		2.280404		0.243769
0.715758		2.280404		0.249953
0.718182		2.280404		0.256276
0.720606		2.280404		0.262740
0.723030		2.280404		0.269348
0.725455		2.280404		0.276102
0.727879		2.280404		0.283006
0.730303		2.280404		0.290063
0.732727		2.280404		0.297274
0.735152		2.280404		0.304643
0.737576		2.280404		0.312173
0.740000		2.280404		0.319867
0.742424		2.280404		0.327728
0.744848		2.280404		0.335758
0.747273		2.280404		0.343962
0.749697		2.280404		0.352341
0.752121		2.280404		0.360899
0.754545		2.280404		0.369640
0.756970		2.280404		0.378567
0.759394		2.280404		0.387682
0.761818		2.280404		0.396990
0.764242		2.280404		0.406493
0.766667		2.280404		0.416196
0.769091		2.280404		0.426101
0.771515		2.280404		0.436212
0.773939		2.280404		0.446533
0.776364		2.280404		0.457068
0.778788		2.280404		0.467819
0.781212		2.280404		0.478791
0.783636		2.280404		0.489987
0.786061		2.280404		0.501412
0.788485		2.280404		0.513069
0.790909		2.280404		0.524962
0.793333		2.280404		0.537095
0.795758		2.280404		0.549472
0.798182		2.280404		0.562097
0.800606		2.280404		0.574975
0.803030		2.280404		0.588108
0.805455		2.280404		0.601503
0.807879		2.280404		0.615162
0.810303		2.280404		0.629090
0.812727		2.280404		0.643292
0.815152		2.280404		0.657772
0.817576		2.280404		0.672535
0.820000		2.280404		0.687584
0.580000		2.307879		0.056066
0.582424		2.307879		0.057726
0.584848		2.307879		0.059431
0.587273		2.307879		0.061182
0.589697		2.307879		0.062979
0.592121		2.307879		0.064824
0.594545		2.307879		0.066717
0.596970		2.307879		0.068661
0.599394		2.307879		0.070656
0.601818		2.307879		0.072703
0.604242		2.307879		0.074804
0.606667		2.307879		0.076959
0.609091		2.307879		0.079171
0.611515		2.307879		0.081439
0.613939		2.307879		0.083767
0.616364		2.307879		0.086154
0.618788		2.307879		0.088602
0.621212		2.307879		0.091113
0.623636		2.307879		0.093688
0.626061		2.307879		0.096328
0.628485		2.307879		0.099035
0.630909		2.307879		0.101811
0.633333		2.307879		0.104656
0.635758		2.307879		0.107573
0.638182		2.307879		0.110562
0.640606		2.307879		0.113626
0.643030		2.307879		0.116766
0.645455		2.307879		0.119984
0.647879		2.307879		0.123281
0.650303		2.307879		0.126660
0.652727		2.307879		0.130120
0.655152		2.307879		0.133666
0.657576		2.307879		0.137298
0.660000		2.307879		0.141018
0.662424		2.307879		0.144827
0.664848		2.307879		0.148729
0.667273		2.307879		0.152724
0.669697		2.307879		0.156815
0.672121		2.307879		0.161004
0.674545		2.307879		0.165292
0.676970		2.307879		0.169682
0.679394		2.307879		0.174175
0.681818		2.307879		0.178775
0.684242		2.307879		0.183482
0.686667		2.307879		0.188299
0.689091		2.307879		0.193229
0.691515		2.307879		0.198273
0.693939		2.307879		0.203434
0.696364		2.307879		0.208713
0.698788		2.307879		0.214115
0.701212		2.307879		0.219640
0.703636		2.307879		0.225291
0.706061		2.307879		0.231071
0.708485		2.307879		0.236982
0.710909		2.307879		0.243027
0.713333		2.307879		0.249208
0.715758		2.307879		0.255527
0.718182		2.307879		0.261988
0.720606		2.307879		0.268593
0.723030		2.307879		0.275345
0.725455		2.307879		0.282247
0.727879		2.307879		0.289301
0.730303		2.307879		0.296510
0.732727		2.307879		0.303877
0.735152		2.307879		0.311406
0.737576		2.307879		0.319098
0.740000		2.307879		0.326957
0.742424		2.307879		0.334986
0.744848		2.307879		0.343188
0.747273		2.307879		0.351567
0.749697		2.307879		0.360125
0.752121		2.307879		0.368865
0.754545		2.307879		0.377791
0.756970		2.307879		0.386907
0.759394		2.307879		0.396215
0.761818		2.307879		0.405719
0.764242		2.307879		0.415422
0.766667		2.307879		0.425328
0.769091		2.307879		0.435441
0.771515		2.307879		0.445763
0.773939		2.307879		0.456299
0.776364		2.307879		0.467053
0.778788		2.307879		0.478027
0.781212		2.307879		0.489226
0.783636		2.307879		0.500654
0.786061		2.307879		0.512314
0.788485		2.307879		0.524211
0.790909		2.307879		0.536347
0.793333		2.307879		0.548729
0.795758		2.307879		0.561358
0.798182		2.307879		0.574241
0.800606		2.307879		0.587379
0.803030		2.307879		0.600779
0.805455		2.307879		0.614444
0.807879		2.307879		0.628379
0.810303		2.307879		0.642588
0.812727		2.307879		0.657075
0.815152		2.307879		0.671845
0.817576		2.307879		0.686902
0.820000		2.307879		0.702251
0.580000		2.335354		0.057285
0.582424		2.335354		0.058984
0.584848		2.335354		0.060730
0.587273		2.335354		0.062522
0.589697		2.335354		0.064361
0.592121		2.335354		0.066250
0.594545		2.335354		0.068188
0.596970		2.335354		0.070178
0.599394		2.335354		0.072220
0.601818		2.335354		0.074315
0.604242		2.335354		0.076466
0.606667		2.335354		0.078672
0.609091		2.335354		0.080936
0.611515		2.335354		0.083258
0.613939		2.335354		0.085640
0.616364		2.335354		0.088083
0.618788		2.335354		0.090589
0.621212		2.335354		0.093159
0.623636		2.335354		0.095794
0.626061		2.335354		0.098496
0.628485		2.335354		0.101267
0.630909		2.335354		0.104107
0.633333		2.335354		0.107019
0.635758		2.335354		0.110004
0.638182		2.335354		0.113063
0.640606		2.335354		0.116199
0.643030		2.335354		0.119412
0.645455		2.335354		0.122704
0.647879		2.335354		0.126078
0.650303		2.335354		0.129535
0.652727		2.335354		0.133076
0.655152		2.335354		0.136703
0.657576		2.335354		0.140419
0.660000		2.335354		0.144224
0.662424		2.335354		0.148122
0.664848		2.335354		0.152113
0.667273		2.335354		0.156200
0.669697		2.335354		0.160385
0.672121		2.335354		0.164670
0.674545		2.335354		0.169056
0.676970		2.335354		0.173546
0.679394		2.335354		0.178142
0.681818		2.335354		0.182845
0.684242		2.335354		0.187660
0.686667		2.335354		0.192586
0.689091		2.335354		0.197627
0.691515		2.335354		0.202785
0.693939		2.335354		0.208062
0.696364		2.335354		0.213461
0.698788		2.335354		0.218984
0.701212		2.335354		0.224633
0.703636		2.335354		0.230410
0.706061		2.335354		0.236320
0.708485		2.335354		0.242362
0.710909		2.335354		0.248542
0.713333		2.335354		0.254860
0.715758		2.335354		0.261320
0.718182		2.335354		0.267924
0.720606		2.335354		0.274675
0.723030		2.335354		0.281575
0.725455		2.335354		0.288629
0.727879		2.335354		0.295838
0.730303		2.335354		0.303205
0.732727		2.335354		0.310733
0.735152		2.335354		0.318425
0.737576		2.335354		0.326285
0.740000		2.335354		0.334315
0.742424		2.335354		0.342518
0.744848		2.335354		0.350898
0.747273		2.335354		0.359457
0.749697		2.335354		0.368199
0.752121		2.335354		0.377127
0.754545		2.335354		0.386245
0.756970		2.335354		0.395556
0.759394		2.335354		0.405062
0.761818		2.335354		0.414769
0.764242		2.335354		0.424678
0.766667		2.335354		0.434794
0.769091		2.335354		0.445121
0.771515		2.335354		0.455661
0.773939		2.335354		0.466419
0.776364		2.335354		0.477398
0.778788		2.335354		0.488602
0.781212		2.335354		0.500036
0.783636		2.335354		0.511702
0.786061		2.335354		0.523604
0.788485		2.335354		0.535748
0.790909		2.335354		0.548136
0.793333		2.335354		0.560773
0.795758		2.335354		0.573663
0.798182		2.335354		0.586810
0.800606		2.335354		0.600218
0.803030		2.335354		0.613892
0.805455		2.335354		0.627836
0.807879		2.335354		0.642055
0.810303		2.335354		0.656552
0.812727		2.335354		0.671332
0.815152		2.335354		0.686401
0.817576		2.335354		0.701761
0.820000		2.335354		0.717419
0.580000		2.362828		0.058563
0.582424		2.362828		0.060303
0.584848		2.362828		0.062091
0.587273		2.362828		0.063926
0.589697		2.362828		0.065810
0.592121		2.362828		0.067744
0.594545		2.362828		0.069729
0.596970		2.362828		0.071766
0.599394		2.362828		0.073857
0.601818		2.362828		0.076003
0.604242		2.362828		0.078205
0.606667		2.362828		0.080464
0.609091		2.362828		0.082782
0.611515		2.362828		0.085159
0.613939		2.362828		0.087598
0.616364		2.362828		0.090100
0.618788		2.362828		0.092666
0.621212		2.362828		0.095297
0.623636		2.362828		0.097995
0.626061		2.362828		0.100762
0.628485		2.362828		0.103598
0.630909		2.362828		0.106506
0.633333		2.362828		0.109487
0.635758		2.362828		0.112542
0.638182		2.362828		0.115674
0.640606		2.362828		0.118883
0.643030		2.362828		0.122172
0.645455		2.362828		0.125543
0.647879		2.362828		0.128996
0.650303		2.362828		0.132533
0.652727		2.362828		0.136158
0.655152		2.362828		0.139870
0.657576		2.362828		0.143673
0.660000		2.362828		0.147567
0.662424		2.362828		0.151556
0.664848		2.362828		0.155640
0.667273		2.362828		0.159822
0.669697		2.362828		0.164104
0.672121		2.362828		0.168488
0.674545		2.362828		0.172976
0.676970		2.362828		0.177569
0.679394		2.362828		0.182271
0.681818		2.362828		0.187083
0.684242		2.362828		0.192008
0.686667		2.362828		0.197048
0.689091		2.362828		0.202204
0.691515		2.362828		0.207480
0.693939		2.362828		0.212878
0.696364		2.362828		0.218400
0.698788		2.362828		0.224048
0.701212		2.362828		0.229825
0.703636		2.362828		0.235734
0.706061		2.362828		0.241776
0.708485		2.362828		0.247955
0.710909		2.362828		0.254274
0.713333		2.362828		0.260734
0.715758		2.362828		0.267338
0.718182		2.362828		0.274090
0.720606		2.362828		0.280992
0.723030		2.362828		0.288047
0.725455		2.362828		0.295257
0.727879		2.362828		0.302626
0.730303		2.362828		0.310156
0.732727		2.362828		0.317850
0.735152		2.362828		0.325712
0.737576		2.362828		0.333745
0.740000		2.362828		0.341951
0.742424		2.362828		0.350334
0.744848		2.362828		0.358897
0.747273		2.362828		0.367643
0.749697		2.362828		0.376575
0.752121		2.362828		0.385697
0.754545		2.362828		0.395012
0.756970		2.362828		0.404524
0.759394		2.362828		0.414236
0.761818		2.362828		0.424151
0.764242		2.362828		0.434273
0.766667		2.362828		0.444605
0.769091		2.362828		0.455152
0.771515		2.362828		0.465917
0.773939		2.362828		0.476904
0.776364		2.362828		0.488116
0.778788		2.362828		0.499557
0.781212		2.362828		0.511232
0.783636		2.362828		0.523144
0.786061		2.362828		0.535296
0.788485		2.362828		0.547694
0.790909		2.362828		0.560341
0.793333		2.362828		0.573242
0.795758		2.362828		0.586400
0.798182		2.362828		0.599820
0.800606		2.362828		0.613506
0.803030		2.362828		0.627462
0.805455		2.362828		0.641693
0.807879		2.362828		0.656204
0.810303		2.362828		0.670998
0.812727		2.362828		0.686081
0.815152		2.362828		0.701457
0.817576		2.362828		0.717130
0.820000		2.362828		0.733105
0.580000		2.390303		0.059903
0.582424		2.390303		0.061686
0.584848		2.390303		0.063517
0.587273		2.390303		0.065397
0.589697		2.390303		0.067327
0.592121		2.390303		0.069308
0.594545		2.390303		0.071342
0.596970		2.390303		0.073429
0.599394		2.390303		0.075571
0.601818		2.390303		0.077769
0.604242		2.390303		0.080025
0.606667		2.390303		0.082339
0.609091		2.390303		0.084713
0.611515		2.390303		0.087148
0.613939		2.390303		0.089646
0.616364		2.390303		0.092209
0.618788		2.390303		0.094837
0.621212		2.390303		0.097532
0.623636		2.390303		0.100295
0.626061		2.390303		0.103128
0.628485		2.390303		0.106033
0.630909		2.390303		0.109011
0.633333		2.390303		0.112064
0.635758		2.390303		0.115192
0.638182		2.390303		0.118399
0.640606		2.390303		0.121686
0.643030		2.390303		0.125053
0.645455		2.390303		0.128504
0.647879		2.390303		0.132039
0.650303		2.390303		0.135661
0.652727		2.390303		0.139372
0.655152		2.390303		0.143172
0.657576		2.390303		0.147065
0.660000		2.390303		0.151052
0.662424		2.390303		0.155135
0.664848		2.390303		0.159315
0.667273		2.390303		0.163596
0.669697		2.390303		0.167979
0.672121		2.390303		0.172465
0.674545		2.390303		0.177058
0.676970		2.390303		0.181759
0.679394		2.390303		0.186571
0.681818		2.390303		0.191495
0.684242		2.390303		0.196535
0.686667		2.390303		0.201691
0.689091		2.390303		0.206967
0.691515		2.390303		0.212365
0.693939		2.390303		0.217888
0.696364		2.390303		0.223536
0.698788		2.390303		0.229315
0.701212		2.390303		0.235224
0.703636		2.390303		0.241268
0.706061		2.390303		0.247449
0.708485		2.390303		0.253769
0.710909		2.390303		0.260231
0.713333		2.390303		0.266838
0.715758		2.390303		0.273592
0.718182		2.390303		0.280497
0.720606		2.390303		0.287555
0.723030		2.390303		0.294768
0.725455		2.390303		0.302140
0.727879		2.390303		0.309674
0.730303		2.390303		0.317373
0.732727		2.390303		0.325239
0.735152		2.390303		0.333277
0.737576		2.390303		0.341488
0.740000		2.390303		0.349876
0.742424		2.390303		0.358444
0.744848		2.390303		0.367196
0.747273		2.390303		0.376135
0.749697		2.390303		0.385263
0.752121		2.390303		0.394585
0.754545		2.390303		0.404104
0.756970		2.390303		0.413824
0.759394		2.390303		0.423747
0.761818		2.390303		0.433877
0.764242		2.390303		0.444219
0.766667		2.390303		0.454775
0.769091		2.390303		0.465549
0.771515		2.390303		0.476546
0.773939		2.390303		0.487768
0.776364		2.390303		0.499220
0.778788		2.390303		0.510906
0.781212		2.390303		0.522829
0.783636		2.390303		0.534994
0.786061		2.390303		0.547404
0.788485		2.390303		0.560065
0.790909		2.390303		0.572979
0.793333		2.390303		0.586151
0.795758		2.390303		0.599585
0.798182		2.390303		0.613286
0.800606		2.390303		0.627258
0.803030		2.390303		0.641505
0.805455		2.390303		0.656032
0.807879		2.390303		0.670843
0.810303		2.390303		0.685943
0.812727		2.390303		0.701337
0.815152		2.390303		0.717029
0.817576		2.390303		0.733024
0.820000		2.390303		0.749327
0.580000		2.417778		0.061307
0.582424		2.417778		0.063135
0.584848		2.417778		0.065012
0.587273		2.417778		0.066938
0.589697		2.417778		0.068916
0.592121		2.417778		0.070947
0.594545		2.417778		0.073031
0.596970		2.417778		0.075170
0.599394		2.417778		0.077365
0.601818		2.417778		0.079618
0.604242		2.417778		0.081929
0.606667		2.417778		0.084300
0.609091		2.417778		0.086733
0.611515		2.417778		0.089228
0.613939		2.417778		0.091788
0.616364		2.417778		0.094414
0.618788		2.417778		0.097106
0.621212		2.417778		0.099867
0.623636		2.417778		0.102698
0.626061		2.417778		0.105601
0.628485		2.417778		0.108577
0.630909		2.417778		0.111627
0.633333		2.417778		0.114754
0.635758		2.417778		0.117959
0.638182		2.417778		0.121244
0.640606		2.417778		0.124610
0.643030		2.417778		0.128060
0.645455		2.417778		0.131594
0.647879		2.417778		0.135215
0.650303		2.417778		0.138924
0.652727		2.417778		0.142724
0.655152		2.417778		0.146616
0.657576		2.417778		0.150602
0.660000		2.417778		0.154684
0.662424		2.417778		0.158865
0.664848		2.417778		0.163145
0.667273		2.417778		0.167528
0.669697		2.417778		0.172015
0.672121		2.417778		0.176608
0.674545		2.417778		0.181310
0.676970		2.417778		0.186123
0.679394		2.417778		0.191048
0.681818		2.417778		0.196088
0.684242		2.417778		0.201246
0.686667		2.417778		0.206524
0.689091		2.417778		0.211924
0.691515		2.417778		0.217448
0.693939		2.417778		0.223099
0.696364		2.417778		0.228880
0.698788		2.417778		0.234792
0.701212		2.417778		0.240839
0.703636		2.417778		0.247023
0.706061		2.417778		0.253346
0.708485		2.417778		0.259812
0.710909		2.417778		0.266423
0.713333		2.417778		0.273182
0.715758		2.417778		0.280091
0.718182		2.417778		0.287153
0.720606		2.417778		0.294372
0.723030		2.417778		0.301749
0.725455		2.417778		0.309289
0.727879		2.417778		0.316994
0.730303		2.417778		0.324867
0.732727		2.417778		0.332910
0.735152		2.417778		0.341128
0.737576		2.417778		0.349524
0.740000		2.417778		0.358100
0.742424		2.417778		0.366860
0.744848		2.417778		0.375807
0.747273		2.417778		0.384944
0.749697		2.417778		0.394275
0.752121		2.417778		0.403804
0.754545		2.417778		0.413533
0.756970		2.417778		0.423467
0.759394		2.417778		0.433608
0.761818		2.417778		0.443960
0.764242		2.417778		0.454528
0.766667		2.417778		0.465315
0.769091		2.417778		0.476324
0.771515		2.417778		0.487559
0.773939		2.417778		0.499024
0.776364		2.417778		0.510724
0.778788		2.417778		0.522662
0.781212		2.417778		0.534841
0.783636		2.417778		0.547267
0.786061		2.417778		0.559943
0.788485		2.417778		0.572874
0.790909		2.417778		0.586062
0.793333		2.417778		0.599514
0.795758		2.417778		0.613233
0.798182		2.417778		0.627223
0.800606		2.417778		0.641490
0.803030		2.417778		0.656036
0.805455		2.417778		0.670868
0.807879		2.417778		0.685989
0.810303		2.417778		0.701404
0.812727		2.417778		0.717118
0.815152		2.417778		0.733136
0.817576		2.417778		0.749462
0.820000		2.417778		0.766101
0.580000		2.445253		0.062780
0.582424		2.445253		0.064654
0.584848		2.445253		0.066578
0.587273		2.445253		0.068554
0.589697		2.445253		0.070582
0.592121		2.445253		0.072663
0.594545		2.445253		0.074800
0.596970		2.445253		0.076993
0.599394		2.445253		0.079243
0.601818		2.445253		0.081552
0.604242		2.445253		0.083921
0.606667		2.445253		0.086352
0.609091		2.445253		0.088846
0.611515		2.445253		0.091404
0.613939		2.445253		0.094028
0.616364		2.445253		0.096718
0.618788		2.445253		0.099478
0.621212		2.445253		0.102308
0.623636		2.445253		0.105209
0.626061		2.445253		0.108184
0.628485		2.445253		0.111234
0.630909		2.445253		0.114360
0.633333		2.445253		0.117564
0.635758		2.445253		0.120848
0.638182		2.445253		0.124214
0.640606		2.445253		0.127663
0.643030		2.445253		0.131197
0.645455		2.445253		0.134818
0.647879		2.445253		0.138527
0.650303		2.445253		0.142327
0.652727		2.445253		0.146220
0.655152		2.445253		0.150207
0.657576		2.445253		0.154290
0.660000		2.445253		0.158471
0.662424		2.445253		0.162753
0.664848		2.445253		0.167137
0.667273		2.445253		0.171625
0.669697		2.445253		0.176220
0.672121		2.445253		0.180924
0.674545		2.445253		0.185738
0.676970		2.445253		0.190666
0.679394		2.445253		0.195709
0.681818		2.445253		0.200870
0.684242		2.445253		0.206151
0.686667		2.445253		0.211554
0.689091		2.445253		0.217081
0.691515		2.445253		0.222736
0.693939		2.445253		0.228521
0.696364		2.445253		0.234437
0.698788		2.445253		0.240489
0.701212		2.445253		0.246678
0.703636		2.445253		0.253006
0.706061		2.445253		0.259477
0.708485		2.445253		0.266094
0.710909		2.445253		0.272858
0.713333		2.445253		0.279774
0.715758		2.445253		0.286843
0.718182		2.445253		0.294068
0.720606		2.445253		0.301453
0.723030		2.445253		0.309001
0.725455		2.445253		0.316713
0.727879		2.445253		0.324594
0.730303		2.445253		0.332647
0.732727		2.445253		0.340874
0.735152		2.445253		0.349279
0.737576		2.445253		0.357865
0.740000		2.445253		0.366635
0.742424		2.445253		0.375592
0.744848		2.445253		0.384741
0.747273		2.445253		0.394083
0.749697		2.445253		0.403624
0.752121		2.445253		0.413365
0.754545		2.445253		0.423311
0.756970		2.445253		0.433465
0.759394		2.445253		0.443832
0.761818		2.445253		0.454413
0.764242		2.445253		0.465214
0.766667		2.445253		0.476239
0.769091		2.445253		0.487489
0.771515		2.445253		0.498971
0.773939		2.445253		0.510687
0.776364		2.445253		0.522642
0.778788		2.445253		0.534839
0.781212		2.445253		0.547283
0.783636		2.445253		0.559978
0.786061		2.445253		0.572928
0.788485		2.445253		0.586136
0.790909		2.445253		0.599608
0.793333		2.445253		0.613348
0.795758		2.445253		0.627360
0.798182		2.445253		0.641649
0.800606		2.445253		0.656218
0.803030		2.445253		0.671074
0.805455		2.445253		0.686219
0.807879		2.445253		0.701659
0.810303		2.445253		0.717398
0.812727		2.445253		0.733442
0.815152		2.445253		0.749795
0.817576		2.445253		0.766462
0.820000		2.445253		0.783447
0.580000		2.472727		0.064324
0.582424		2.472727		0.066246
0.584848		2.472727		0.068220
0.587273		2.472727		0.070246
0.589697		2.472727		0.072326
0.592121		2.472727		0.074461
0.594545		2.472727		0.076652
0.596970		2.472727		0.078901
0.599394		2.472727		0.081209
0.601818		2.472727		0.083577
0.604242		2.472727		0.086006
0.606667		2.472727		0.088499
0.609091		2.472727		0.091056
0.611515		2.472727		0.093679
0.613939		2.472727		0.096369
0.616364		2.472727		0.099128
0.618788		2.472727		0.101957
0.621212		2.472727		0.104859
0.623636		2.472727		0.107833
0.626061		2.472727		0.110883
0.628485		2.472727		0.114009
0.630909		2.472727		0.117213
0.633333		2.472727		0.120498
0.635758		2.472727		0.123864
0.638182		2.472727		0.127314
0.640606		2.472727		0.130849
0.643030		2.472727		0.134471
0.645455		2.472727		0.138181
0.647879		2.472727		0.141983
0.650303		2.472727		0.145877
0.652727		2.472727		0.149865
0.655152		2.472727		0.153950
0.657576		2.472727		0.158134
0.660000		2.472727		0.162418
0.662424		2.472727		0.166805
0.664848		2.472727		0.171296
0.667273		2.472727		0.175894
0.669697		2.472727		0.180601
0.672121		2.472727		0.185419
0.674545		2.472727		0.190350
0.676970		2.472727		0.195397
0.679394		2.472727		0.200562
0.681818		2.472727		0.205847
0.684242		2.472727		0.211255
0.686667		2.472727		0.216788
0.689091		2.472727		0.222448
0.691515		2.472727		0.228238
0.693939		2.472727		0.234161
0.696364		2.472727		0.240218
0.698788		2.472727		0.246413
0.701212		2.472727		0.252749
0.703636		2.472727		0.259227
0.706061		2.472727		0.265851
0.708485		2.472727		0.272623
0.710909		2.472727		0.279547
0.713333		2.472727		0.286624
0.715758		2.472727		0.293859
0.718182		2.472727		0.301253
0.720606		2.472727		0.308809
0.723030		2.472727		0.316532
0.725455		2.472727		0.324423
0.727879		2.472727		0.332487
0.730303		2.472727		0.340725
0.732727		2.472727		0.349141
0.735152		2.472727		0.357739
0.737576		2.472727		0.366521
0.740000		2.472727		0.375491
0.742424		2.472727		0.384653
0.744848		2.472727		0.394009
0.747273		2.472727		0.403564
0.749697		2.472727		0.413320
0.752121		2.472727		0.423281
0.754545		2.472727		0.433451
0.756970		2.472727		0.443833
0.759394		2.472727		0.454432
0.761818		2.472727		0.465250
0.764242		2.472727		0.476291
0.766667		2.472727		0.487560
0.769091		2.472727		0.499061
0.771515		2.472727		0.510796
0.773939		2.472727		0.522771
0.776364		2.472727		0.534988
0.778788		2.472727		0.547453
0.781212		2.472727		0.560170
0.783636		2.472727		0.573142
0.786061		2.472727		0.586373
0.788485		2.472727		0.599869
0.790909		2.472727		0.613633
0.793333		2.472727		0.627670
0.795758		2.472727		0.641983
0.798182		2.472727		0.656579
0.800606		2.472727		0.671461
0.803030		2.472727		0.686634
0.805455		2.472727		0.702102
0.807879		2.472727		0.717870
0.810303		2.472727		0.733944
0.812727		2.472727		0.750327
0.815152		2.472727		0.767025
0.817576		2.472727		0.784042
0.820000		2.472727		0.801384
0.580000		2.500202		0.065943
0.582424		2.500202		0.067915
0.584848		2.500202		0.069940
0.587273		2.500202		0.072019
0.589697		2.500202		0.074153
0.592121		2.500202		0.076344
0.594545		2.500202		0.078592
0.596970		2.500202		0.080899
0.599394		2.500202		0.083267
0.601818		2.500202		0.085696
0.604242		2.500202		0.088188
0.606667		2.500202		0.090745
0.609091		2.500202		0.093368
0.611515		2.500202		0.096058
0.613939		2.500202		0.098818
0.616364		2.500202		0.101647
0.618788		2.500202		0.104549
0.621212		2.500202		0.107524
0.623636		2.500202		0.110575
0.626061		2.500202		0.113702
0.628485		2.500202		0.116908
0.630909		2.500202		0.120194
0.633333		2.500202		0.123562
0.635758		2.500202		0.127013
0.638182		2.500202		0.130550
0.640606		2.500202		0.134174
0.643030		2.500202		0.137887
0.645455		2.500202		0.141691
0.647879		2.500202		0.145588
0.650303		2.500202		0.149579
0.652727		2.500202		0.153667
0.655152		2.500202		0.157854
0.657576		2.500202		0.162142
0.660000		2.500202		0.166532
0.662424		2.500202		0.171028
0.664848		2.500202		0.175630
0.667273		2.500202		0.180342
0.669697		2.500202		0.185164
0.672121		2.500202		0.190101
0.674545		2.500202		0.195153
0.676970		2.500202		0.200324
0.679394		2.500202		0.205615
0.681818		2.500202		0.211029
0.684242		2.500202		0.216568
0.686667		2.500202		0.222235
0.689091		2.500202		0.228032
0.691515		2.500202		0.233962
0.693939		2.500202		0.240028
0.696364		2.500202		0.246231
0.698788		2.500202		0.252575
0.701212		2.500202		0.259062
0.703636		2.500202		0.265695
0.706061		2.500202		0.272477
0.708485		2.500202		0.279410
0.710909		2.500202		0.286498
0.713333		2.500202		0.293743
0.715758		2.500202		0.301148
0.718182		2.500202		0.308716
0.720606		2.500202		0.316451
0.723030		2.500202		0.324354
0.725455		2.500202		0.332430
0.727879		2.500202		0.340682
0.730303		2.500202		0.349111
0.732727		2.500202		0.357723
0.735152		2.500202		0.366520
0.737576		2.500202		0.375505
0.740000		2.500202		0.384682
0.742424		2.500202		0.394055
0.744848		2.500202		0.403626
0.747273		2.500202		0.413399
0.749697		2.500202		0.423377
0.752121		2.500202		0.433565
0.754545		2.500202		0.443966
0.756970		2.500202		0.454584
0.759394		2.500202		0.465421
0.761818		2.500202		0.476483
0.764242		2.500202		0.487773
0.766667		2.500202		0.499295
0.769091		2.500202		0.511052
0.771515		2.500202		0.523049
0.773939		2.500202		0.535290
0.776364		2.500202		0.547779
0.778788		2.500202		0.560520
0.781212		2.500202		0.573517
0.783636		2.500202		0.586774
0.786061		2.500202		0.600296
0.788485		2.500202		0.614087
0.790909		2.500202		0.628152
0.793333		2.500202		0.642495
0.795758		2.500202		0.657119
0.798182		2.500202		0.672031
0.800606		2.500202		0.687235
0.803030		2.500202		0.702735
0.805455		2.500202		0.718535
0.807879		2.500202		0.734642
0.810303		2.500202		0.751059
0.812727		2.500202		0.767791
0.815152		2.500202		0.784844
0.817576		2.500202		0.802223
0.820000		2.500202		0.819932
0.580000		2.527677		0.067640
0.582424		2.527677		0.069664
0.584848		2.527677		0.071743
0.587273		2.527677		0.073877
0.589697		2.527677		0.076067
0.592121		2.527677		0.078315
0.594545		2.527677		0.080623
0.596970		2.527677		0.082991
0.599394		2.527677		0.085420
0.601818		2.527677		0.087913
0.604242		2.527677		0.090471
0.606667		2.527677		0.093095
0.609091		2.527677		0.095786
0.611515		2.527677		0.098547
0.613939		2.527677		0.101378
0.616364		2.527677		0.104281
0.618788		2.527677		0.107258
0.621212		2.527677		0.110310
0.623636		2.527677		0.113440
0.626061		2.527677		0.116648
0.628485		2.527677		0.119936
0.630909		2.527677		0.123306
0.633333		2.527677		0.126761
0.635758		2.527677		0.130300
0.638182		2.527677		0.133928
0.640606		2.527677		0.137644
0.643030		2.527677		0.141452
0.645455		2.527677		0.145353
0.647879		2.527677		0.149348
0.650303		2.527677		0.153441
0.652727		2.527677		0.157632
0.655152		2.527677		0.161925
0.657576		2.527677		0.166320
0.660000		2.527677		0.170821
0.662424		2.527677		0.175429
0.664848		2.527677		0.180146
0.667273		2.527677		0.184976
0.669697		2.527677		0.189919
0.672121		2.527677		0.194978
0.674545		2.527677		0.200155
0.676970		2.527677		0.205454
0.679394		2.527677		0.210876
0.681818		2.527677		0.216423
0.684242		2.527677		0.222098
