101
81
T [GeV]		muB [GeV]		G [1]
0.175000		0.020000		0.043461
0.176000		0.020000		0.042611
0.177000		0.020000		0.041786
0.178000		0.020000		0.040985
0.179000		0.020000		0.040207
0.180000		0.020000		0.039452
0.181000		0.020000		0.038719
0.182000		0.020000		0.038006
0.183000		0.020000		0.037314
0.184000		0.020000		0.036642
0.185000		0.020000		0.035988
0.186000		0.020000		0.035353
0.187000		0.020000		0.034736
0.188000		0.020000		0.034136
0.189000		0.020000		0.033552
0.190000		0.020000		0.032985
0.191000		0.020000		0.032433
0.192000		0.020000		0.031896
0.193000		0.020000		0.031373
0.194000		0.020000		0.030864
0.195000		0.020000		0.030370
0.196000		0.020000		0.029888
0.197000		0.020000		0.029419
0.198000		0.020000		0.028962
0.199000		0.020000		0.028517
0.200000		0.020000		0.028084
0.100000		0.030000		0.464491
0.101000		0.030000		0.450907
0.102000		0.030000		0.437714
0.103000		0.030000		0.424902
0.104000		0.030000		0.412463
0.105000		0.030000		0.400387
0.106000		0.030000		0.388665
0.107000		0.030000		0.377290
0.108000		0.030000		0.366252
0.109000		0.030000		0.355543
0.110000		0.030000		0.345155
0.111000		0.030000		0.335080
0.112000		0.030000		0.325309
0.113000		0.030000		0.315835
0.114000		0.030000		0.306650
0.115000		0.030000		0.297747
0.116000		0.030000		0.289118
0.117000		0.030000		0.280755
0.118000		0.030000		0.272651
0.119000		0.030000		0.264800
0.120000		0.030000		0.257194
0.121000		0.030000		0.249826
0.122000		0.030000		0.242690
0.123000		0.030000		0.235779
0.124000		0.030000		0.229087
0.125000		0.030000		0.222607
0.126000		0.030000		0.216332
0.127000		0.030000		0.210258
0.128000		0.030000		0.204377
0.129000		0.030000		0.198685
0.130000		0.030000		0.193175
0.131000		0.030000		0.187841
0.132000		0.030000		0.182680
0.133000		0.030000		0.177684
0.134000		0.030000		0.172849
0.135000		0.030000		0.168170
0.136000		0.030000		0.163642
0.137000		0.030000		0.159260
0.138000		0.030000		0.155019
0.139000		0.030000		0.150916
0.140000		0.030000		0.146945
0.141000		0.030000		0.143102
0.142000		0.030000		0.139383
0.143000		0.030000		0.135784
0.144000		0.030000		0.132301
0.145000		0.030000		0.128931
0.146000		0.030000		0.125668
0.147000		0.030000		0.122511
0.148000		0.030000		0.119455
0.149000		0.030000		0.116496
0.150000		0.030000		0.113633
0.151000		0.030000		0.110861
0.152000		0.030000		0.108177
0.153000		0.030000		0.105579
0.154000		0.030000		0.103063
0.155000		0.030000		0.100627
0.156000		0.030000		0.098268
0.157000		0.030000		0.095983
0.158000		0.030000		0.093770
0.159000		0.030000		0.091627
0.160000		0.030000		0.089550
0.161000		0.030000		0.087538
0.162000		0.030000		0.085589
0.163000		0.030000		0.083700
0.164000		0.030000		0.081869
0.165000		0.030000		0.080095
0.166000		0.030000		0.078375
0.167000		0.030000		0.076707
0.168000		0.030000		0.075090
0.169000		0.030000		0.073522
0.170000		0.030000		0.072002
0.171000		0.030000		0.070527
0.172000		0.030000		0.069096
0.173000		0.030000		0.067708
0.174000		0.030000		0.066361
0.175000		0.030000		0.065054
0.176000		0.030000		0.063786
0.177000		0.030000		0.062554
0.178000		0.030000		0.061359
0.179000		0.030000		0.060198
0.180000		0.030000		0.059070
0.181000		0.030000		0.057975
0.182000		0.030000		0.056911
0.183000		0.030000		0.055878
0.184000		0.030000		0.054874
0.185000		0.030000		0.053898
0.186000		0.030000		0.052949
0.187000		0.030000		0.052027
0.188000		0.030000		0.051130
0.189000		0.030000		0.050258
0.190000		0.030000		0.049410
0.191000		0.030000		0.048585
0.192000		0.030000		0.047783
0.193000		0.030000		0.047002
0.194000		0.030000		0.046242
0.195000		0.030000		0.045502
0.196000		0.030000		0.044782
0.197000		0.030000		0.044081
0.198000		0.030000		0.043398
0.199000		0.030000		0.042733
0.200000		0.030000		0.042086
0.100000		0.040000		0.606930
0.101000		0.040000		0.589467
0.102000		0.040000		0.572492
0.103000		0.040000		0.555993
0.104000		0.040000		0.539960
0.105000		0.040000		0.524384
0.106000		0.040000		0.509253
0.107000		0.040000		0.494557
0.108000		0.040000		0.480287
0.109000		0.040000		0.466433
0.110000		0.040000		0.452984
0.111000		0.040000		0.439930
0.112000		0.040000		0.427264
0.113000		0.040000		0.414974
0.114000		0.040000		0.403051
0.115000		0.040000		0.391487
0.116000		0.040000		0.380271
0.117000		0.040000		0.369396
0.118000		0.040000		0.358852
0.119000		0.040000		0.348630
0.120000		0.040000		0.338722
0.121000		0.040000		0.329120
0.122000		0.040000		0.319814
0.123000		0.040000		0.310798
0.124000		0.040000		0.302062
0.125000		0.040000		0.293599
0.126000		0.040000		0.285401
0.127000		0.040000		0.277460
0.128000		0.040000		0.269770
0.129000		0.040000		0.262322
0.130000		0.040000		0.255110
0.131000		0.040000		0.248127
0.132000		0.040000		0.241365
0.133000		0.040000		0.234818
0.134000		0.040000		0.228480
0.135000		0.040000		0.222343
0.136000		0.040000		0.216402
0.137000		0.040000		0.210651
0.138000		0.040000		0.205084
0.139000		0.040000		0.199695
0.140000		0.040000		0.194477
0.141000		0.040000		0.189427
0.142000		0.040000		0.184538
0.143000		0.040000		0.179806
0.144000		0.040000		0.175224
0.145000		0.040000		0.170789
0.146000		0.040000		0.166495
0.147000		0.040000		0.162338
0.148000		0.040000		0.158314
0.149000		0.040000		0.154417
0.150000		0.040000		0.150644
0.151000		0.040000		0.146991
0.152000		0.040000		0.143453
0.153000		0.040000		0.140027
0.154000		0.040000		0.136709
0.155000		0.040000		0.133496
0.156000		0.040000		0.130383
0.157000		0.040000		0.127368
0.158000		0.040000		0.124447
0.159000		0.040000		0.121617
0.160000		0.040000		0.118874
0.161000		0.040000		0.116217
0.162000		0.040000		0.113642
0.163000		0.040000		0.111146
0.164000		0.040000		0.108727
0.165000		0.040000		0.106381
0.166000		0.040000		0.104108
0.167000		0.040000		0.101903
0.168000		0.040000		0.099765
0.169000		0.040000		0.097691
0.170000		0.040000		0.095680
0.171000		0.040000		0.093728
0.172000		0.040000		0.091835
0.173000		0.040000		0.089998
0.174000		0.040000		0.088215
0.175000		0.040000		0.086485
0.176000		0.040000		0.084806
0.177000		0.040000		0.083175
0.178000		0.040000		0.081592
0.179000		0.040000		0.080054
0.180000		0.040000		0.078561
0.181000		0.040000		0.077110
0.182000		0.040000		0.075700
0.183000		0.040000		0.074331
0.184000		0.040000		0.073000
0.185000		0.040000		0.071707
0.186000		0.040000		0.070449
0.187000		0.040000		0.069227
0.188000		0.040000		0.068038
0.189000		0.040000		0.066882
0.190000		0.040000		0.065757
0.191000		0.040000		0.064663
0.192000		0.040000		0.063599
0.193000		0.040000		0.062563
0.194000		0.040000		0.061554
0.195000		0.040000		0.060573
0.196000		0.040000		0.059618
0.197000		0.040000		0.058687
0.198000		0.040000		0.057781
0.199000		0.040000		0.056899
0.200000		0.040000		0.056039
0.100000		0.050000		0.739824
0.101000		0.050000		0.718958
0.102000		0.050000		0.698653
0.103000		0.050000		0.678899
0.104000		0.050000		0.659685
0.105000		0.050000		0.640999
0.106000		0.050000		0.622831
0.107000		0.050000		0.605169
0.108000		0.050000		0.588004
0.109000		0.050000		0.571323
0.110000		0.050000		0.555118
0.111000		0.050000		0.539376
0.112000		0.050000		0.524088
0.113000		0.050000		0.509243
0.114000		0.050000		0.494831
0.115000		0.050000		0.480841
0.116000		0.050000		0.467264
0.117000		0.050000		0.454088
0.118000		0.050000		0.441305
0.119000		0.050000		0.428904
0.120000		0.050000		0.416876
0.121000		0.050000		0.405211
0.122000		0.050000		0.393900
0.123000		0.050000		0.382933
0.124000		0.050000		0.372301
0.125000		0.050000		0.361995
0.126000		0.050000		0.352006
0.127000		0.050000		0.342325
0.128000		0.050000		0.332944
0.129000		0.050000		0.323854
0.130000		0.050000		0.315047
0.131000		0.050000		0.306514
0.132000		0.050000		0.298248
0.133000		0.050000		0.290241
0.134000		0.050000		0.282486
0.135000		0.050000		0.274974
0.136000		0.050000		0.267698
0.137000		0.050000		0.260651
0.138000		0.050000		0.253827
0.139000		0.050000		0.247218
0.140000		0.050000		0.240817
0.141000		0.050000		0.234619
0.142000		0.050000		0.228616
0.143000		0.050000		0.222804
0.144000		0.050000		0.217174
0.145000		0.050000		0.211722
0.146000		0.050000		0.206443
0.147000		0.050000		0.201330
0.148000		0.050000		0.196378
0.149000		0.050000		0.191581
0.150000		0.050000		0.186936
0.151000		0.050000		0.182436
0.152000		0.050000		0.178078
0.153000		0.050000		0.173856
0.154000		0.050000		0.169766
0.155000		0.050000		0.165803
0.156000		0.050000		0.161964
0.157000		0.050000		0.158244
0.158000		0.050000		0.154639
0.159000		0.050000		0.151145
0.160000		0.050000		0.147759
0.161000		0.050000		0.144478
0.162000		0.050000		0.141297
0.163000		0.050000		0.138213
0.164000		0.050000		0.135223
0.165000		0.050000		0.132323
0.166000		0.050000		0.129512
0.167000		0.050000		0.126785
0.168000		0.050000		0.124141
0.169000		0.050000		0.121575
0.170000		0.050000		0.119086
0.171000		0.050000		0.116671
0.172000		0.050000		0.114328
0.173000		0.050000		0.112053
0.174000		0.050000		0.109845
0.175000		0.050000		0.107702
0.176000		0.050000		0.105622
0.177000		0.050000		0.103601
0.178000		0.050000		0.101639
0.179000		0.050000		0.099734
0.180000		0.050000		0.097882
0.181000		0.050000		0.096084
0.182000		0.050000		0.094336
0.183000		0.050000		0.092638
0.184000		0.050000		0.090987
0.185000		0.050000		0.089382
0.186000		0.050000		0.087822
0.187000		0.050000		0.086305
0.188000		0.050000		0.084830
0.189000		0.050000		0.083395
0.190000		0.050000		0.081999
0.191000		0.050000		0.080641
0.192000		0.050000		0.079319
0.193000		0.050000		0.078033
0.194000		0.050000		0.076781
0.195000		0.050000		0.075562
0.196000		0.050000		0.074375
0.197000		0.050000		0.073219
0.198000		0.050000		0.072093
0.199000		0.050000		0.070997
0.200000		0.050000		0.069928
0.100000		0.060000		0.861951
0.101000		0.060000		0.838195
0.102000		0.060000		0.815052
0.103000		0.060000		0.792511
0.104000		0.060000		0.770562
0.105000		0.060000		0.749194
0.106000		0.060000		0.728396
0.107000		0.060000		0.708158
0.108000		0.060000		0.688468
0.109000		0.060000		0.669316
0.110000		0.060000		0.650691
0.111000		0.060000		0.632583
0.112000		0.060000		0.614980
0.113000		0.060000		0.597872
0.114000		0.060000		0.581248
0.115000		0.060000		0.565097
0.116000		0.060000		0.549409
0.117000		0.060000		0.534174
0.118000		0.060000		0.519380
0.119000		0.060000		0.505017
0.120000		0.060000		0.491075
0.121000		0.060000		0.477544
0.122000		0.060000		0.464414
0.123000		0.060000		0.451674
0.124000		0.060000		0.439314
0.125000		0.060000		0.427325
0.126000		0.060000		0.415697
0.127000		0.060000		0.404421
0.128000		0.060000		0.393486
0.129000		0.060000		0.382885
0.130000		0.060000		0.372607
0.131000		0.060000		0.362643
0.132000		0.060000		0.352985
0.133000		0.060000		0.343625
0.134000		0.060000		0.334552
0.135000		0.060000		0.325761
0.136000		0.060000		0.317241
0.137000		0.060000		0.308985
0.138000		0.060000		0.300985
0.139000		0.060000		0.293234
0.140000		0.060000		0.285724
0.141000		0.060000		0.278448
0.142000		0.060000		0.271398
0.143000		0.060000		0.264568
0.144000		0.060000		0.257951
0.145000		0.060000		0.251540
0.146000		0.060000		0.245328
0.147000		0.060000		0.239310
0.148000		0.060000		0.233480
0.149000		0.060000		0.227830
0.150000		0.060000		0.222356
0.151000		0.060000		0.217052
0.152000		0.060000		0.211913
0.153000		0.060000		0.206932
0.154000		0.060000		0.202106
0.155000		0.060000		0.197428
0.156000		0.060000		0.192894
0.157000		0.060000		0.188500
0.158000		0.060000		0.184241
0.159000		0.060000		0.180112
0.160000		0.060000		0.176109
0.161000		0.060000		0.172228
0.162000		0.060000		0.168464
0.163000		0.060000		0.164815
0.164000		0.060000		0.161276
0.165000		0.060000		0.157844
0.166000		0.060000		0.154514
0.167000		0.060000		0.151284
0.168000		0.060000		0.148151
0.169000		0.060000		0.145110
0.170000		0.060000		0.142160
0.171000		0.060000		0.139297
0.172000		0.060000		0.136517
0.173000		0.060000		0.133820
0.174000		0.060000		0.131200
0.175000		0.060000		0.128657
0.176000		0.060000		0.126187
0.177000		0.060000		0.123789
0.178000		0.060000		0.121459
0.179000		0.060000		0.119196
0.180000		0.060000		0.116997
0.181000		0.060000		0.114860
0.182000		0.060000		0.112783
0.183000		0.060000		0.110765
0.184000		0.060000		0.108802
0.185000		0.060000		0.106895
0.186000		0.060000		0.105040
0.187000		0.060000		0.103235
0.188000		0.060000		0.101480
0.189000		0.060000		0.099773
0.190000		0.060000		0.098112
0.191000		0.060000		0.096496
0.192000		0.060000		0.094923
0.193000		0.060000		0.093392
0.194000		0.060000		0.091901
0.195000		0.060000		0.090449
0.196000		0.060000		0.089036
0.197000		0.060000		0.087659
0.198000		0.060000		0.086318
0.199000		0.060000		0.085012
0.200000		0.060000		0.083738
0.100000		0.070000		0.972643
0.101000		0.070000		0.946512
0.102000		0.070000		0.921025
0.103000		0.070000		0.896172
0.104000		0.070000		0.871943
0.105000		0.070000		0.848328
0.106000		0.070000		0.825318
0.107000		0.070000		0.802902
0.108000		0.070000		0.781071
0.109000		0.070000		0.759813
0.110000		0.070000		0.739120
0.111000		0.070000		0.718979
0.112000		0.070000		0.699382
0.113000		0.070000		0.680317
0.114000		0.070000		0.661773
0.115000		0.070000		0.643741
0.116000		0.070000		0.626210
0.117000		0.070000		0.609169
0.118000		0.070000		0.592607
0.119000		0.070000		0.576514
0.120000		0.070000		0.560880
0.121000		0.070000		0.545693
0.122000		0.070000		0.530945
0.123000		0.070000		0.516623
0.124000		0.070000		0.502718
0.125000		0.070000		0.489220
0.126000		0.070000		0.476119
0.127000		0.070000		0.463405
0.128000		0.070000		0.451067
0.129000		0.070000		0.439096
0.130000		0.070000		0.427483
0.131000		0.070000		0.416218
0.132000		0.070000		0.405291
0.133000		0.070000		0.394694
0.134000		0.070000		0.384417
0.135000		0.070000		0.374451
0.136000		0.070000		0.364788
0.137000		0.070000		0.355419
0.138000		0.070000		0.346336
0.139000		0.070000		0.337529
0.140000		0.070000		0.328992
0.141000		0.070000		0.320717
0.142000		0.070000		0.312694
0.143000		0.070000		0.304918
0.144000		0.070000		0.297380
0.145000		0.070000		0.290074
0.146000		0.070000		0.282992
0.147000		0.070000		0.276127
0.148000		0.070000		0.269472
0.149000		0.070000		0.263022
0.150000		0.070000		0.256770
0.151000		0.070000		0.250709
0.152000		0.070000		0.244833
0.153000		0.070000		0.239137
0.154000		0.070000		0.233615
0.155000		0.070000		0.228261
0.156000		0.070000		0.223070
0.157000		0.070000		0.218037
0.158000		0.070000		0.213157
0.159000		0.070000		0.208424
0.160000		0.070000		0.203834
0.161000		0.070000		0.199383
0.162000		0.070000		0.195065
0.163000		0.070000		0.190877
0.164000		0.070000		0.186813
0.165000		0.070000		0.182872
0.166000		0.070000		0.179047
0.167000		0.070000		0.175335
0.168000		0.070000		0.171734
0.169000		0.070000		0.168238
0.170000		0.070000		0.164845
0.171000		0.070000		0.161551
0.172000		0.070000		0.158353
0.173000		0.070000		0.155247
0.174000		0.070000		0.152232
0.175000		0.070000		0.149304
0.176000		0.070000		0.146459
0.177000		0.070000		0.143696
0.178000		0.070000		0.141011
0.179000		0.070000		0.138402
0.180000		0.070000		0.135867
0.181000		0.070000		0.133403
0.182000		0.070000		0.131008
0.183000		0.070000		0.128680
0.184000		0.070000		0.126415
0.185000		0.070000		0.124214
0.186000		0.070000		0.122073
0.187000		0.070000		0.119990
0.188000		0.070000		0.117963
0.189000		0.070000		0.115992
0.190000		0.070000		0.114073
0.191000		0.070000		0.112206
