101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.115000		0.050000		14.150883
0.116000		0.050000		14.523767
0.117000		0.050000		14.902398
0.118000		0.050000		15.286831
0.119000		0.050000		15.677130
0.120000		0.050000		16.073358
0.121000		0.050000		16.475587
0.122000		0.050000		16.883891
0.123000		0.050000		17.298349
0.124000		0.050000		17.719046
0.125000		0.050000		18.146068
0.126000		0.050000		18.579508
0.127000		0.050000		19.019461
0.128000		0.050000		19.466028
0.129000		0.050000		19.919311
0.130000		0.050000		20.379418
0.131000		0.050000		20.846461
0.132000		0.050000		21.320553
0.133000		0.050000		21.801812
0.134000		0.050000		22.290359
0.135000		0.050000		22.786317
0.136000		0.050000		23.289814
0.137000		0.050000		23.800977
0.138000		0.050000		24.319939
0.139000		0.050000		24.846833
0.140000		0.050000		25.381796
0.141000		0.050000		25.924965
0.142000		0.050000		26.476480
0.143000		0.050000		27.036483
0.144000		0.050000		27.605116
0.145000		0.050000		28.182523
0.146000		0.050000		28.768848
0.147000		0.050000		29.364239
0.148000		0.050000		29.968841
0.149000		0.050000		30.582802
0.150000		0.050000		31.206269
0.151000		0.050000		31.839389
0.152000		0.050000		32.482311
0.153000		0.050000		33.135182
0.154000		0.050000		33.798149
0.155000		0.050000		34.471359
0.156000		0.050000		35.154958
0.157000		0.050000		35.849092
0.158000		0.050000		36.553904
0.159000		0.050000		37.269540
0.160000		0.050000		37.996139
0.161000		0.050000		38.733845
0.162000		0.050000		39.482796
0.163000		0.050000		40.243129
0.164000		0.050000		41.014982
0.165000		0.050000		41.798489
0.166000		0.050000		42.593781
0.167000		0.050000		43.400990
0.168000		0.050000		44.220243
0.169000		0.050000		45.051666
0.170000		0.050000		45.895383
0.171000		0.050000		46.751515
0.172000		0.050000		47.620180
0.173000		0.050000		48.501494
0.174000		0.050000		49.395570
0.175000		0.050000		50.302519
0.176000		0.050000		51.222448
0.177000		0.050000		52.155461
0.178000		0.050000		53.101659
0.179000		0.050000		54.061142
0.180000		0.050000		55.034004
0.181000		0.050000		56.020336
0.182000		0.050000		57.020229
0.183000		0.050000		58.033767
0.184000		0.050000		59.061032
0.185000		0.050000		60.102102
0.186000		0.050000		61.157053
0.187000		0.050000		62.225957
0.188000		0.050000		63.308882
0.189000		0.050000		64.405891
0.190000		0.050000		65.517047
0.191000		0.050000		66.642407
0.192000		0.050000		67.782024
0.193000		0.050000		68.935948
0.194000		0.050000		70.104226
0.195000		0.050000		71.286902
0.196000		0.050000		72.484013
0.197000		0.050000		73.695596
0.198000		0.050000		74.921681
0.199000		0.050000		76.162298
0.200000		0.050000		77.417471
0.100000		0.060000		9.191519
0.101000		0.060000		9.481120
0.102000		0.060000		9.776173
0.103000		0.060000		10.076679
0.104000		0.060000		10.382640
0.105000		0.060000		10.694063
0.106000		0.060000		11.010958
0.107000		0.060000		11.333336
0.108000		0.060000		11.661214
0.109000		0.060000		11.994614
0.110000		0.060000		12.333558
0.111000		0.060000		12.678076
0.112000		0.060000		13.028200
0.113000		0.060000		13.383966
0.114000		0.060000		13.745415
0.115000		0.060000		14.112592
0.116000		0.060000		14.485546
0.117000		0.060000		14.864330
0.118000		0.060000		15.249004
0.119000		0.060000		15.639629
0.120000		0.060000		16.036272
0.121000		0.060000		16.439004
0.122000		0.060000		16.847900
0.123000		0.060000		17.263039
0.124000		0.060000		17.684507
0.125000		0.060000		18.112389
0.126000		0.060000		18.546778
0.127000		0.060000		18.987771
0.128000		0.060000		19.435465
0.129000		0.060000		19.889965
0.130000		0.060000		20.351378
0.131000		0.060000		20.819814
0.132000		0.060000		21.295386
0.133000		0.060000		21.778212
0.134000		0.060000		22.268412
0.135000		0.060000		22.766108
0.136000		0.060000		23.271426
0.137000		0.060000		23.784495
0.138000		0.060000		24.305444
0.139000		0.060000		24.834408
0.140000		0.060000		25.371521
