101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.191000		0.050000		5.231940
0.192000		0.050000		5.413426
0.193000		0.050000		5.599600
0.194000		0.050000		5.790535
0.195000		0.050000		5.986303
0.196000		0.050000		6.186979
0.197000		0.050000		6.392634
0.198000		0.050000		6.603343
0.199000		0.050000		6.819177
0.200000		0.050000		7.040210
0.100000		0.060000		0.030894
0.101000		0.060000		0.034012
0.102000		0.060000		0.037383
0.103000		0.060000		0.041024
0.104000		0.060000		0.044950
0.105000		0.060000		0.049180
0.106000		0.060000		0.053730
0.107000		0.060000		0.058618
0.108000		0.060000		0.063863
0.109000		0.060000		0.069485
0.110000		0.060000		0.075505
0.111000		0.060000		0.081943
0.112000		0.060000		0.088821
0.113000		0.060000		0.096161
0.114000		0.060000		0.103986
0.115000		0.060000		0.112321
0.116000		0.060000		0.121189
0.117000		0.060000		0.130618
0.118000		0.060000		0.140631
0.119000		0.060000		0.151258
0.120000		0.060000		0.162524
0.121000		0.060000		0.174460
0.122000		0.060000		0.187093
0.123000		0.060000		0.200455
0.124000		0.060000		0.214576
0.125000		0.060000		0.229488
0.126000		0.060000		0.245223
0.127000		0.060000		0.261815
0.128000		0.060000		0.279299
0.129000		0.060000		0.297708
0.130000		0.060000		0.317080
0.131000		0.060000		0.337451
0.132000		0.060000		0.358859
0.133000		0.060000		0.381341
0.134000		0.060000		0.404937
0.135000		0.060000		0.429688
0.136000		0.060000		0.455635
0.137000		0.060000		0.482818
0.138000		0.060000		0.511282
0.139000		0.060000		0.541069
0.140000		0.060000		0.572224
0.141000		0.060000		0.604792
0.142000		0.060000		0.638819
0.143000		0.060000		0.674352
0.144000		0.060000		0.711440
0.145000		0.060000		0.750129
0.146000		0.060000		0.790470
0.147000		0.060000		0.832514
0.148000		0.060000		0.876310
0.149000		0.060000		0.921911
0.150000		0.060000		0.969370
0.151000		0.060000		1.018740
0.152000		0.060000		1.070074
0.153000		0.060000		1.123429
0.154000		0.060000		1.178859
0.155000		0.060000		1.236421
0.156000		0.060000		1.296172
0.157000		0.060000		1.358171
0.158000		0.060000		1.422475
0.159000		0.060000		1.489145
0.160000		0.060000		1.558239
0.161000		0.060000		1.629819
0.162000		0.060000		1.703947
0.163000		0.060000		1.780683
0.164000		0.060000		1.860090
0.165000		0.060000		1.942233
