101
81
T [GeV]		muB [GeV]		F_over_T [fm^-1 / GeV]
0.104000		0.720000		-0.190607
0.105000		0.720000		-0.189771
0.106000		0.720000		-0.188966
0.107000		0.720000		-0.188190
0.108000		0.720000		-0.187444
0.109000		0.720000		-0.186727
0.110000		0.720000		-0.186039
0.111000		0.720000		-0.185381
0.112000		0.720000		-0.184751
0.113000		0.720000		-0.184150
0.114000		0.720000		-0.183578
0.115000		0.720000		-0.183034
0.116000		0.720000		-0.182517
0.117000		0.720000		-0.182029
0.118000		0.720000		-0.181567
0.119000		0.720000		-0.181133
0.120000		0.720000		-0.180726
0.121000		0.720000		-0.180345
0.122000		0.720000		-0.179990
0.123000		0.720000		-0.179661
0.124000		0.720000		-0.179357
0.125000		0.720000		-0.179078
0.126000		0.720000		-0.178824
0.127000		0.720000		-0.178594
0.128000		0.720000		-0.178388
0.129000		0.720000		-0.178206
0.130000		0.720000		-0.178046
0.131000		0.720000		-0.177909
0.132000		0.720000		-0.177794
0.133000		0.720000		-0.177701
0.134000		0.720000		-0.177629
0.135000		0.720000		-0.177577
0.136000		0.720000		-0.177546
0.137000		0.720000		-0.177535
0.138000		0.720000		-0.177544
0.139000		0.720000		-0.177571
0.140000		0.720000		-0.177617
0.141000		0.720000		-0.177681
0.142000		0.720000		-0.177763
0.143000		0.720000		-0.177862
0.144000		0.720000		-0.177978
0.145000		0.720000		-0.178110
0.146000		0.720000		-0.178257
0.147000		0.720000		-0.178420
0.148000		0.720000		-0.178598
0.149000		0.720000		-0.178791
0.150000		0.720000		-0.178997
0.151000		0.720000		-0.179217
0.152000		0.720000		-0.179451
0.153000		0.720000		-0.179697
0.154000		0.720000		-0.179955
0.155000		0.720000		-0.180225
0.156000		0.720000		-0.180507
0.157000		0.720000		-0.180800
0.158000		0.720000		-0.181104
0.159000		0.720000		-0.181418
0.160000		0.720000		-0.181741
0.161000		0.720000		-0.182075
0.162000		0.720000		-0.182417
0.163000		0.720000		-0.182768
0.164000		0.720000		-0.183128
0.165000		0.720000		-0.183495
0.166000		0.720000		-0.183871
0.167000		0.720000		-0.184253
0.168000		0.720000		-0.184643
0.169000		0.720000		-0.185039
0.170000		0.720000		-0.185441
0.171000		0.720000		-0.185849
0.172000		0.720000		-0.186263
0.173000		0.720000		-0.186682
0.174000		0.720000		-0.187107
0.175000		0.720000		-0.187536
0.176000		0.720000		-0.187969
0.177000		0.720000		-0.188407
0.178000		0.720000		-0.188848
0.179000		0.720000		-0.189293
0.180000		0.720000		-0.189741
0.181000		0.720000		-0.190192
0.182000		0.720000		-0.190646
0.183000		0.720000		-0.191102
0.184000		0.720000		-0.191561
0.185000		0.720000		-0.192021
0.186000		0.720000		-0.192484
0.187000		0.720000		-0.192948
0.188000		0.720000		-0.193413
0.189000		0.720000		-0.193879
0.190000		0.720000		-0.194347
0.191000		0.720000		-0.194814
0.192000		0.720000		-0.195283
0.193000		0.720000		-0.195751
0.194000		0.720000		-0.196220
0.195000		0.720000		-0.196689
0.196000		0.720000		-0.197157
0.197000		0.720000		-0.197625
0.198000		0.720000		-0.198092
0.199000		0.720000		-0.198559
0.200000		0.720000		-0.199024
0.100000		0.730000		-0.193232
0.101000		0.730000		-0.192293
0.102000		0.730000		-0.191385
0.103000		0.730000		-0.190507
0.104000		0.730000		-0.189660
0.105000		0.730000		-0.188843
0.106000		0.730000		-0.188056
0.107000		0.730000		-0.187299
0.108000		0.730000		-0.186572
0.109000		0.730000		-0.185874
0.110000		0.730000		-0.185206
0.111000		0.730000		-0.184568
0.112000		0.730000		-0.183958
0.113000		0.730000		-0.183377
0.114000		0.730000		-0.182824
0.115000		0.730000		-0.182300
0.116000		0.730000		-0.181804
0.117000		0.730000		-0.181336
0.118000		0.730000		-0.180895
0.119000		0.730000		-0.180481
0.120000		0.730000		-0.180094
0.121000		0.730000		-0.179733
0.122000		0.730000		-0.179399
0.123000		0.730000		-0.179090
0.124000		0.730000		-0.178807
0.125000		0.730000		-0.178549
0.126000		0.730000		-0.178315
0.127000		0.730000		-0.178105
0.128000		0.730000		-0.177919
0.129000		0.730000		-0.177757
0.130000		0.730000		-0.177617
0.131000		0.730000		-0.177501
0.132000		0.730000		-0.177406
0.133000		0.730000		-0.177332
0.134000		0.730000		-0.177280
0.135000		0.730000		-0.177249
0.136000		0.730000		-0.177238
0.137000		0.730000		-0.177247
0.138000		0.730000		-0.177275
0.139000		0.730000		-0.177322
0.140000		0.730000		-0.177388
0.141000		0.730000		-0.177472
0.142000		0.730000		-0.177573
