101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.170000		0.060000		106.995097
0.171000		0.060000		109.212857
0.172000		0.060000		111.475694
0.173000		0.060000		113.784188
0.174000		0.060000		116.138919
0.175000		0.060000		118.540460
0.176000		0.060000		120.989383
0.177000		0.060000		123.486258
0.178000		0.060000		126.031648
0.179000		0.060000		128.626114
0.180000		0.060000		131.270214
0.181000		0.060000		133.964501
0.182000		0.060000		136.709523
0.183000		0.060000		139.505824
0.184000		0.060000		142.353944
0.185000		0.060000		145.254418
0.186000		0.060000		148.207774
0.187000		0.060000		151.214537
0.188000		0.060000		154.275226
0.189000		0.060000		157.390355
0.190000		0.060000		160.560431
0.191000		0.060000		163.785957
0.192000		0.060000		167.067428
0.193000		0.060000		170.405334
0.194000		0.060000		173.800160
0.195000		0.060000		177.252381
0.196000		0.060000		180.762471
0.197000		0.060000		184.330891
0.198000		0.060000		187.958101
0.199000		0.060000		191.644550
0.200000		0.060000		195.390682
0.100000		0.070000		29.451128
0.101000		0.070000		29.905660
0.102000		0.070000		30.369128
0.103000		0.070000		30.841896
0.104000		0.070000		31.324335
0.105000		0.070000		31.816816
0.106000		0.070000		32.319720
0.107000		0.070000		32.833430
0.108000		0.070000		33.358333
0.109000		0.070000		33.894825
0.110000		0.070000		34.443305
0.111000		0.070000		35.004176
0.112000		0.070000		35.577849
0.113000		0.070000		36.164740
0.114000		0.070000		36.765268
0.115000		0.070000		37.379860
0.116000		0.070000		38.008948
0.117000		0.070000		38.652971
0.118000		0.070000		39.312370
0.119000		0.070000		39.987595
0.120000		0.070000		40.679100
0.121000		0.070000		41.387346
0.122000		0.070000		42.112798
0.123000		0.070000		42.855928
0.124000		0.070000		43.617212
0.125000		0.070000		44.397134
0.126000		0.070000		45.196180
0.127000		0.070000		46.014846
0.128000		0.070000		46.853629
0.129000		0.070000		47.713034
0.130000		0.070000		48.593570
0.131000		0.070000		49.495753
0.132000		0.070000		50.420100
0.133000		0.070000		51.367138
0.134000		0.070000		52.337395
0.135000		0.070000		53.331406
0.136000		0.070000		54.349709
0.137000		0.070000		55.392848
0.138000		0.070000		56.461371
0.139000		0.070000		57.555828
0.140000		0.070000		58.676777
0.141000		0.070000		59.824776
0.142000		0.070000		61.000389
0.143000		0.070000		62.204183
0.144000		0.070000		63.436728
0.145000		0.070000		64.698599
0.146000		0.070000		65.990371
0.147000		0.070000		67.312624
0.148000		0.070000		68.665940
0.149000		0.070000		70.050904
0.150000		0.070000		71.468103
0.151000		0.070000		72.918125
0.152000		0.070000		74.401561
0.153000		0.070000		75.919004
0.154000		0.070000		77.471047
0.155000		0.070000		79.058285
0.156000		0.070000		80.681315
0.157000		0.070000		82.340734
0.158000		0.070000		84.037138
0.159000		0.070000		85.771126
0.160000		0.070000		87.543296
0.161000		0.070000		89.354246
0.162000		0.070000		91.204573
0.163000		0.070000		93.094874
0.164000		0.070000		95.025746
0.165000		0.070000		96.997784
0.166000		0.070000		99.011584
0.167000		0.070000		101.067736
0.168000		0.070000		103.166834
0.169000		0.070000		105.309467
0.170000		0.070000		107.496221
0.171000		0.070000		109.727683
0.172000		0.070000		112.004435
0.173000		0.070000		114.327058
0.174000		0.070000		116.696129
0.175000		0.070000		119.112222
0.176000		0.070000		121.575909
0.177000		0.070000		124.087756
0.178000		0.070000		126.648329
0.179000		0.070000		129.258187
0.180000		0.070000		131.917887
0.181000		0.070000		134.627979
0.182000		0.070000		137.389013
0.183000		0.070000		140.201531
0.184000		0.070000		143.066070
0.185000		0.070000		145.983165
0.186000		0.070000		148.953344
0.187000		0.070000		151.977130
0.188000		0.070000		155.055039
0.189000		0.070000		158.187585
0.190000		0.070000		161.375273
0.191000		0.070000		164.618604
0.192000		0.070000		167.918073
0.193000		0.070000		171.274167
0.194000		0.070000		174.687368
0.195000		0.070000		178.158153
0.196000		0.070000		181.686990
0.197000		0.070000		185.274342
