100
100
T [fm^-1]		muB [fm^-1]		c4_df14 [fm^5]
0.698788		0.219798		0.822671
0.701212		0.219798		0.794444
0.703636		0.219798		0.767248
0.706061		0.219798		0.741045
0.708485		0.219798		0.715796
0.710909		0.219798		0.691464
0.713333		0.219798		0.668015
0.715758		0.219798		0.645415
0.718182		0.219798		0.623631
0.720606		0.219798		0.602633
0.723030		0.219798		0.582390
0.725455		0.219798		0.562875
0.727879		0.219798		0.544058
0.730303		0.219798		0.525915
0.732727		0.219798		0.508419
0.735152		0.219798		0.491547
0.737576		0.219798		0.475274
0.740000		0.219798		0.459579
0.742424		0.219798		0.444439
0.744848		0.219798		0.429834
0.747273		0.219798		0.415745
0.749697		0.219798		0.402150
0.752121		0.219798		0.389033
0.754545		0.219798		0.376376
0.756970		0.219798		0.364161
0.759394		0.219798		0.352373
0.761818		0.219798		0.340994
0.764242		0.219798		0.330012
0.766667		0.219798		0.319409
0.769091		0.219798		0.309174
0.771515		0.219798		0.299292
0.773939		0.219798		0.289750
0.776364		0.219798		0.280536
0.778788		0.219798		0.271638
0.781212		0.219798		0.263044
0.783636		0.219798		0.254744
0.786061		0.219798		0.246727
0.788485		0.219798		0.238982
0.790909		0.219798		0.231500
0.793333		0.219798		0.224271
0.795758		0.219798		0.217286
0.798182		0.219798		0.210536
0.800606		0.219798		0.204013
0.803030		0.219798		0.197709
0.805455		0.219798		0.191616
0.807879		0.219798		0.185727
0.810303		0.219798		0.180033
0.812727		0.219798		0.174529
0.815152		0.219798		0.169207
0.817576		0.219798		0.164061
0.820000		0.219798		0.159085
0.580000		0.247273		5.596641
0.582424		0.247273		5.383963
0.584848		0.247273		5.179781
0.587273		0.247273		4.983739
0.589697		0.247273		4.795497
0.592121		0.247273		4.614731
0.594545		0.247273		4.441130
0.596970		0.247273		4.274397
0.599394		0.247273		4.114247
0.601818		0.247273		3.960410
0.604242		0.247273		3.812624
0.606667		0.247273		3.670642
0.609091		0.247273		3.534224
0.611515		0.247273		3.403143
0.613939		0.247273		3.277180
0.616364		0.247273		3.156127
0.618788		0.247273		3.039784
