   32212  3  0.020          2212     211    -211       0       0
   32212  3  0.007          2212     111     111       0       0
   32212  3  0.013          2112     211     111       0       0
   32212  2  0.050          2224    -211       0       0       0
   32212  2  0.033          2214     111       0       0       0
   32212  2  0.017          2114     211       0       0       0
   32212  2  0.033         12112     211       0       0       0
   32212  2  0.017         12212     111       0       0       0
   32212  2  0.070          3122     321       0       0       0
   32212 -2  0.013          3222     311       0       0       0
   32212 -2  0.007          3212     321       0       0       0
   32112  n-1650                  1.64500   0.16000  2  1  0  0  0  2  0 16
   32112  2  0.400          2212    -211       0       0       0
   32112  2  0.200          2112     111       0       0       0
   32112  2  0.060          2112     221       0       0       0
   32112 -2  0.040          2212    -213       0       0       0
   32112 -2  0.020          2112     113       0       0       0
   32112  3  0.020          2112     211    -211       0       0
   32112  3  0.007          2112     111     111       0       0
   32112  3  0.013          2212    -211     111       0       0
   32112  2  0.050          1114     211       0       0       0
   32112  2  0.033          2114     111       0       0       0
   32112  2  0.017          2214    -211       0       0       0
   32112  2  0.033         12212    -211       0       0       0
   32112  2  0.017         12112     111       0       0       0
   32112  2  0.070          3122     311       0       0       0
   32112 -2  0.007          3212     311       0       0       0
   32112 -2  0.013          3112     321       0       0       0
   30223  omega(1650)            1.64900   0.22000  3  0  0  0  0  1  0  5
   30223  2  0.167           213    -211       0       0       0
   30223  2  0.166           113     111       0       0       0
   30223  2  0.167          -213     211       0       0       0
   30223  3  0.333           223     211    -211       0       0
   30223  3  0.167           223     111     111       0       0
   13222  Sigma(+)1660          1.66000   0.06000  2  1 -1  0  0  3  1  4
   13222  2  0.300          2212    -311       0       0       0
   13222  2  0.175          3222     111       0       0       0
   13222  2  0.175          3212     211       0       0       0
   13222  2  0.350          3122     211       0       0       0
   13212  Sigma(0)1660          1.66000   0.06000  2  1 -1  0  0  3  0  5
   13212  2  0.150          2212    -321       0       0       0
   13212  2  0.150          2112    -311       0       0       0
   13212  2  0.175          3222    -211       0       0       0
   13212  2  0.175          3112     211       0       0       0
